market_name,customer_id,product_name,product_item_name,conversion_country,conversion_region,conversion_city,conversion_postal_or_zip,conversion_store_category,conversion_currency,conversion_exchange_rate,conversiont_latitude,conversion_longitude,customersegment,customer3rdpartysegment,customersegment3rdpartyprovider,conversiondatetime,revenueamount,taxamount,shippingamount,discountamount,marginrate,product_item_rating
521499,1087,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -6,US,REGION - 104,CITY - 34,101003,Grocery stores,USD,1,25.0129607,-112.007616,SEG - 2,3rd PARTY SEG - 2,SEG PROVIDER - 3,10/29/19 14:19,334.9677008,26.79741606,5.024515511,11.73304921,0.664775866,2
522104,1096,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -1,CA,REGION - 103,CITY - 37,101008,Grocery stores,USD,1,44.02760726,-118.0805991,SEG - 2,3rd PARTY SEG - 2,SEG PROVIDER - 2,11/3/19 6:16,456.5250852,36.52200682,6.847876278,30.74530091,0.660922923,4
522203,1035,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -8,US,REGION - 110,CITY - 43,101020,Grocery stores,USD,1,52.03893263,-71.02256511,SEG - 3,3rd PARTY SEG - 1,SEG PROVIDER - 2,11/11/19 2:00,851.1355442,68.09084354,12.76703316,13.19293336,0.692303491,1
522204,1065,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -3,US,REGION - 109,CITY - 41,101013,Grocery stores,USD,1,34.04003017,-146.0429843,SEG - 3,3rd PARTY SEG - 3,SEG PROVIDER - 2,11/20/19 22:34,702.2885772,56.18308617,10.53432866,65.81035924,0.623493069,2
522205,1058,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -5,CA,REGION - 102,CITY - 40,101019,Grocery stores,USD,1,49.02095924,-88.00512009,SEG - 3,3rd PARTY SEG - 3,SEG PROVIDER - 1,11/26/19 19:01,361.9586928,28.95669543,5.429380393,20.83856495,0.62402081,1
522206,1099,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -8,US,REGION - 100,CITY - 40,101006,Grocery stores,USD,1,61.09357622,-125.0914325,SEG - 3,3rd PARTY SEG - 1,SEG PROVIDER - 2,11/28/19 10:49,720.0062903,57.60050323,10.80009435,44.88212566,0.640015224,5
522211,1064,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -2,US,REGION - 104,CITY - 34,101000,Grocery stores,USD,1,26.07932366,-136.0935189,SEG - 1,3rd PARTY SEG - 2,SEG PROVIDER - 3,11/29/19 5:40,422.9959052,33.83967242,6.344938578,27.51147419,0.627238215,0
522213,1055,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -3,US,REGION - 104,CITY - 31,101013,Grocery stores,USD,1,33.06733902,-121.0238423,SEG - 2,3rd PARTY SEG - 1,SEG PROVIDER - 3,12/5/19 4:38,424.4530773,33.95624618,6.36679616,40.53845397,0.629831479,0
522215,1058,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -5,CA,REGION - 108,CITY - 37,101011,Grocery stores,USD,1,25.04511914,-105.0643286,SEG - 2,3rd PARTY SEG - 1,SEG PROVIDER - 3,12/13/19 5:40,565.8733928,45.26987143,8.488100893,23.31012683,0.67744969,3
522399,1073,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -1,US,REGION - 104,CITY - 42,101014,Grocery stores,USD,1,49.00115678,-74.02864759,SEG - 2,3rd PARTY SEG - 2,SEG PROVIDER - 3,12/18/19 6:09,553.4768274,44.27814619,8.302152411,25.85571225,0.699075337,1
522501,1072,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -1,US,REGION - 108,CITY - 33,101001,Grocery stores,USD,1,39.03977816,-123.0990147,SEG - 3,3rd PARTY SEG - 2,SEG PROVIDER - 1,12/23/19 5:25,704.1874017,56.33499214,10.56281103,27.74812101,0.69176012,0
522513,1007,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -10,US,REGION - 108,CITY - 38,101012,Grocery stores,USD,1,47.06006462,-142.0209176,SEG - 3,3rd PARTY SEG - 3,SEG PROVIDER - 1,12/28/19 12:57,818.2469082,65.45975265,12.27370362,59.4390457,0.631919063,2
522601,1033,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -8,US,REGION - 109,CITY - 42,101014,Grocery stores,USD,1,62.05566799,-126.0834698,SEG - 2,3rd PARTY SEG - 3,SEG PROVIDER - 2,1/4/20 15:32,246.0441566,19.68353253,3.69066235,1.507753577,0.679639155,3
523003,1091,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -3,US,REGION - 102,CITY - 36,101017,Grocery stores,USD,1,24.06754066,-76.02196249,SEG - 2,3rd PARTY SEG - 2,SEG PROVIDER - 2,1/13/20 22:35,736.2003968,58.89603175,11.04300595,64.92648317,0.675600392,4
523004,1061,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -1,US,REGION - 106,CITY - 38,101006,Grocery stores,USD,1,51.07662278,-157.0186733,SEG - 1,3rd PARTY SEG - 1,SEG PROVIDER - 3,1/23/20 0:55,791.8221066,63.34576853,11.8773316,7.672332864,0.63448735,0
523302,1098,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -8,US,REGION - 108,CITY - 37,101014,Grocery stores,USD,1,55.06893751,-108.0490118,SEG - 3,3rd PARTY SEG - 3,SEG PROVIDER - 1,1/30/20 11:29,948.8340245,75.90672196,14.23251037,2.918937197,0.611048391,5
523501,1081,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -6,US,REGION - 103,CITY - 49,101010,Grocery stores,USD,1,33.05516222,-80.04022076,SEG - 3,3rd PARTY SEG - 2,SEG PROVIDER - 2,2/7/20 22:40,667.6828469,53.41462775,10.0152427,3.977747091,0.671065953,3
523603,1069,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -2,US,REGION - 107,CITY - 46,101000,Grocery stores,USD,1,58.03682978,-135.0049651,SEG - 2,3rd PARTY SEG - 1,SEG PROVIDER - 3,2/8/20 15:48,788.3762926,63.0701034,11.82564439,3.829529235,0.656795384,3
523605,1044,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -10,US,REGION - 108,CITY - 33,101014,Grocery stores,USD,1,36.02786103,-106.0604678,SEG - 2,3rd PARTY SEG - 3,SEG PROVIDER - 3,2/10/20 18:05,1003.684013,80.29472105,15.0552602,92.51317145,0.623810611,2
523606,1069,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -8,US,REGION - 104,CITY - 42,101017,Grocery stores,USD,1,40.05791895,-142.0716064,SEG - 1,3rd PARTY SEG - 1,SEG PROVIDER - 2,2/14/20 17:47,1046.273512,83.70188096,15.69410268,56.14150372,0.662264182,2
523607,1079,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -1,US,REGION - 106,CITY - 38,101000,Grocery stores,USD,1,49.02371705,-131.0293415,SEG - 3,3rd PARTY SEG - 1,SEG PROVIDER - 3,2/23/20 1:33,955.6203054,76.44962443,14.33430458,70.38562728,0.649743678,1
523608,1007,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -5,CA,REGION - 107,CITY - 31,101008,Grocery stores,USD,1,38.02052302,-157.0097987,SEG - 2,3rd PARTY SEG - 3,SEG PROVIDER - 1,2/24/20 2:20,968.6084836,77.48867869,14.52912725,42.17042095,0.624569024,0
523609,1015,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -2,US,REGION - 109,CITY - 31,101015,Grocery stores,USD,1,37.01447986,-108.0047919,SEG - 3,3rd PARTY SEG - 1,SEG PROVIDER - 2,2/24/20 12:19,129.7875832,10.38300666,1.946813748,11.59732463,0.696172117,2
523610,1057,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -3,US,REGION - 109,CITY - 37,101017,Grocery stores,USD,1,45.05455941,-120.014287,SEG - 1,3rd PARTY SEG - 2,SEG PROVIDER - 2,3/5/20 19:55,494.3076657,39.54461326,7.414614986,28.47879872,0.629674181,5
523611,1051,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -6,US,REGION - 110,CITY - 31,101019,Grocery stores,USD,1,34.03749641,-154.0825172,SEG - 2,3rd PARTY SEG - 2,SEG PROVIDER - 1,3/11/20 7:28,795.8103847,63.66483077,11.93715577,42.66637308,0.656180053,1
523701,1090,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -10,US,REGION - 104,CITY - 35,101014,Grocery stores,USD,1,39.01976039,-151.0350286,SEG - 1,3rd PARTY SEG - 2,SEG PROVIDER - 3,3/21/20 4:32,224.0240744,17.92192595,3.360361115,17.51388815,0.658296466,1
523902,1023,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -1,US,REGION - 105,CITY - 45,101012,Grocery stores,USD,1,56.00440456,-158.0667367,SEG - 2,3rd PARTY SEG - 1,SEG PROVIDER - 1,3/22/20 19:43,234.6871806,18.77497445,3.520307709,5.077666771,0.631453806,3
523903,1036,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -2,CA,REGION - 104,CITY - 38,101001,Grocery stores,USD,1,55.00043937,-114.0414873,SEG - 3,3rd PARTY SEG - 2,SEG PROVIDER - 2,3/25/20 2:30,667.4434668,53.39547735,10.011652,12.35874812,0.671576499,1
524099,1088,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -8,US,REGION - 106,CITY - 39,101017,Grocery stores,USD,1,39.06597903,-142.0594058,SEG - 1,3rd PARTY SEG - 2,SEG PROVIDER - 3,3/30/20 10:00,1040.352275,83.22818198,15.60528412,81.37240276,0.653236099,4
524303,1056,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -4,US,REGION - 106,CITY - 49,101002,Grocery stores,USD,1,40.07157479,-71.06818643,SEG - 1,3rd PARTY SEG - 3,SEG PROVIDER - 2,4/6/20 5:22,817.7834295,65.42267436,12.26675144,30.39082133,0.633228955,4
524304,1048,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -3,US,REGION - 103,CITY - 45,101018,Grocery stores,USD,1,63.02042441,-134.0553815,SEG - 1,3rd PARTY SEG - 3,SEG PROVIDER - 3,4/14/20 5:47,796.0130901,63.6810472,11.94019635,35.72982887,0.601000115,4
524305,1049,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -8,US,REGION - 104,CITY - 45,101005,Grocery stores,USD,1,21.0904573,-158.0612956,SEG - 3,3rd PARTY SEG - 2,SEG PROVIDER - 3,4/16/20 3:02,415.5095546,33.24076437,6.232643319,24.97613365,0.622030059,4
524306,1042,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -7,US,REGION - 108,CITY - 33,101014,Grocery stores,USD,1,20.0573452,-119.0646831,SEG - 3,3rd PARTY SEG - 1,SEG PROVIDER - 1,4/21/20 18:05,806.8823911,64.55059129,12.10323587,39.68557923,0.64774824,4
524307,1025,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -6,CA,REGION - 102,CITY - 42,101018,Grocery stores,USD,1,28.07434955,-76.05139662,SEG - 2,3rd PARTY SEG - 2,SEG PROVIDER - 1,4/22/20 11:36,1049.32383,83.94590639,15.73985745,28.74008678,0.668152487,1
524308,1056,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -4,US,REGION - 109,CITY - 34,101009,Grocery stores,USD,1,62.00840543,-100.0395361,SEG - 2,3rd PARTY SEG - 2,SEG PROVIDER - 3,4/27/20 1:11,941.8512047,75.34809637,14.12776807,45.67468454,0.618213642,0
524309,1039,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -2,US,REGION - 108,CITY - 32,101007,Grocery stores,USD,1,44.09722006,-90.06587558,SEG - 1,3rd PARTY SEG - 3,SEG PROVIDER - 1,4/30/20 2:49,599.074287,47.92594296,8.986114306,22.64148936,0.670902272,2
524311,1012,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -1,US,REGION - 108,CITY - 49,101004,Grocery stores,USD,1,50.0246463,-75.06176168,SEG - 3,3rd PARTY SEG - 3,SEG PROVIDER - 3,5/2/20 5:31,283.8499308,22.70799447,4.257748962,10.218543,0.686661305,0
524312,1067,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -3,CA,REGION - 109,CITY - 35,101013,Grocery stores,USD,1,41.02497493,-120.0676177,SEG - 1,3rd PARTY SEG - 2,SEG PROVIDER - 3,5/10/20 0:36,886.9421472,70.95537177,13.30413221,7.473485727,0.678230985,4
524313,1070,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -4,US,REGION - 109,CITY - 47,101010,Grocery stores,USD,1,47.06030638,-80.08408144,SEG - 1,3rd PARTY SEG - 1,SEG PROVIDER - 1,5/12/20 22:43,657.6492844,52.61194275,9.864739266,50.42553542,0.63335554,1
524314,1066,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -9,US,REGION - 103,CITY - 39,101015,Grocery stores,USD,1,48.06362555,-124.0693591,SEG - 3,3rd PARTY SEG - 1,SEG PROVIDER - 2,5/13/20 18:01,130.9117717,10.47294174,1.963676576,8.83345693,0.66199758,4
524315,1066,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -3,US,REGION - 101,CITY - 35,101005,Grocery stores,USD,1,25.09675666,-149.0448522,SEG - 1,3rd PARTY SEG - 1,SEG PROVIDER - 1,5/14/20 14:03,647.7114922,51.81691937,9.715672382,38.38993723,0.627236024,2
524316,1046,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -3,US,REGION - 109,CITY - 33,101020,Grocery stores,USD,1,30.06128683,-89.08167062,SEG - 3,3rd PARTY SEG - 2,SEG PROVIDER - 3,5/17/20 18:25,278.6365585,22.29092468,4.179548378,12.65758331,0.640701187,3
524317,1068,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -9,US,REGION - 100,CITY - 44,101009,Grocery stores,USD,1,35.01610823,-92.06526462,SEG - 3,3rd PARTY SEG - 3,SEG PROVIDER - 3,5/19/20 22:44,254.1788842,20.33431074,3.812683263,7.829248061,0.689625675,2
524318,1001,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -2,US,REGION - 106,CITY - 45,101003,Grocery stores,USD,1,53.08393693,-101.0915398,SEG - 1,3rd PARTY SEG - 1,SEG PROVIDER - 3,5/25/20 14:59,922.6493676,73.81194941,13.83974051,83.2052149,0.69160837,0
524319,1036,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -2,US,REGION - 107,CITY - 46,101014,Grocery stores,USD,1,32.01035323,-114.0157848,SEG - 1,3rd PARTY SEG - 2,SEG PROVIDER - 3,5/26/20 9:27,737.9633167,59.03706534,11.06944975,35.12661454,0.62346792,2
524320,1079,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -7,CA,REGION - 106,CITY - 42,101001,Grocery stores,USD,1,58.06040378,-101.0420389,SEG - 2,3rd PARTY SEG - 3,SEG PROVIDER - 2,6/3/20 17:17,227.5289895,18.20231916,3.412934843,9.950689102,0.637114011,3
524321,1057,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -4,US,REGION - 105,CITY - 30,101012,Grocery stores,USD,1,34.01103461,-137.0801311,SEG - 2,3rd PARTY SEG - 3,SEG PROVIDER - 3,6/10/20 18:54,277.4644278,22.19715422,4.161966417,5.061894987,0.646005206,1
524322,1078,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -6,US,REGION - 102,CITY - 47,101014,Grocery stores,USD,1,64.0150844,-92.06483939,SEG - 3,3rd PARTY SEG - 1,SEG PROVIDER - 3,6/18/20 8:47,685.443207,54.83545656,10.2816481,53.82456204,0.681499821,1
524323,1015,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -2,US,REGION - 104,CITY - 50,101011,Grocery stores,USD,1,53.03877336,-102.0745318,SEG - 1,3rd PARTY SEG - 3,SEG PROVIDER - 2,6/20/20 7:10,590.6668073,47.25334458,8.86000211,49.27465211,0.649904378,1
524324,1088,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -2,CA,REGION - 100,CITY - 42,101015,Grocery stores,USD,1,39.00849275,-146.0563153,SEG - 3,3rd PARTY SEG - 1,SEG PROVIDER - 3,6/28/20 15:35,522.0793215,41.76634572,7.831189823,46.43442062,0.658291375,2
524401,1074,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -6,US,REGION - 110,CITY - 40,101012,Grocery stores,USD,1,49.07519664,-81.07386464,SEG - 1,3rd PARTY SEG - 2,SEG PROVIDER - 2,7/5/20 23:48,667.4189653,53.39351723,10.01128448,47.25110354,0.681502274,1
524402,1011,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -5,US,REGION - 103,CITY - 35,101010,Grocery stores,USD,1,60.04421953,-117.0623747,SEG - 3,3rd PARTY SEG - 3,SEG PROVIDER - 2,7/13/20 8:46,1068.622257,85.4897806,16.02933386,72.29184503,0.608862221,3
524501,1008,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -7,CA,REGION - 100,CITY - 47,101002,Grocery stores,USD,1,19.09373359,-147.0727675,SEG - 2,3rd PARTY SEG - 2,SEG PROVIDER - 2,7/13/20 12:53,394.8807037,31.59045629,5.923210555,14.9853656,0.686280526,1
524502,1016,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -6,US,REGION - 104,CITY - 34,101015,Grocery stores,USD,1,57.04559116,-137.0217121,SEG - 3,3rd PARTY SEG - 2,SEG PROVIDER - 3,7/18/20 18:53,818.7583054,65.50066443,12.28137458,33.62330945,0.669710646,4
524503,1041,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -10,US,REGION - 104,CITY - 43,101017,Grocery stores,USD,1,38.05468654,-78.02722046,SEG - 1,3rd PARTY SEG - 1,SEG PROVIDER - 3,7/25/20 4:47,1072.976199,85.83809595,16.09464299,32.08165313,0.661330732,3
524504,1061,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -10,US,REGION - 105,CITY - 35,101016,Grocery stores,USD,1,56.04280022,-123.0931651,SEG - 1,3rd PARTY SEG - 1,SEG PROVIDER - 3,7/31/20 18:35,883.5322444,70.68257955,13.25298367,2.982684958,0.671149275,3
524603,1022,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -8,US,REGION - 110,CITY - 41,101014,Grocery stores,USD,1,43.07811717,-95.05184856,SEG - 3,3rd PARTY SEG - 3,SEG PROVIDER - 1,8/9/20 22:19,303.8318284,24.30654627,4.557477426,9.560333888,0.661535049,5
524606,1084,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -2,US,REGION - 102,CITY - 44,101004,Grocery stores,USD,1,35.09859563,-78.09030928,SEG - 1,3rd PARTY SEG - 2,SEG PROVIDER - 2,8/11/20 18:28,1073.746488,85.89971905,16.10619732,80.77492917,0.626636278,1
524607,1061,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -2,US,REGION - 102,CITY - 39,101011,Grocery stores,USD,1,31.02833729,-152.0703609,SEG - 3,3rd PARTY SEG - 2,SEG PROVIDER - 3,8/16/20 14:55,163.0099217,13.04079374,2.445148826,11.41004239,0.681371093,1
524608,1061,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -2,US,REGION - 102,CITY - 50,101008,Grocery stores,USD,1,22.00328579,-104.014494,SEG - 3,3rd PARTY SEG - 3,SEG PROVIDER - 3,8/20/20 20:06,347.444339,27.79554712,5.211665086,8.599531168,0.61499369,0
524609,1048,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -3,US,REGION - 100,CITY - 44,101018,Grocery stores,USD,1,50.09465607,-150.0780012,SEG - 1,3rd PARTY SEG - 3,SEG PROVIDER - 3,8/22/20 8:25,395.0919487,31.60735589,5.92637923,23.92717672,0.668643367,2
524611,1081,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -6,US,REGION - 108,CITY - 34,101018,Grocery stores,USD,1,37.09561596,-146.0885189,SEG - 2,3rd PARTY SEG - 1,SEG PROVIDER - 1,8/24/20 9:15,593.5375682,47.48300546,8.903063523,42.56424548,0.69219761,3
524612,1030,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -10,US,REGION - 104,CITY - 40,101018,Grocery stores,USD,1,26.03140084,-123.0766089,SEG - 3,3rd PARTY SEG - 3,SEG PROVIDER - 3,8/24/20 21:40,311.3225358,24.90580286,4.669838036,19.75139166,0.678726967,5
524613,1059,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -6,US,REGION - 106,CITY - 32,101001,Grocery stores,USD,1,34.0313131,-106.076181,SEG - 2,3rd PARTY SEG - 2,SEG PROVIDER - 2,9/1/20 19:59,405.1515341,32.41212273,6.077273011,11.47519065,0.669626335,4
524615,1092,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -5,US,REGION - 106,CITY - 33,101020,Grocery stores,USD,1,27.07829585,-136.0711657,SEG - 1,3rd PARTY SEG - 1,SEG PROVIDER - 2,9/2/20 13:41,497.987964,39.83903712,7.469819459,45.70674794,0.695389529,4
524616,1067,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -6,US,REGION - 107,CITY - 50,101002,Grocery stores,USD,1,53.07263038,-95.04210323,SEG - 2,3rd PARTY SEG - 1,SEG PROVIDER - 3,9/11/20 14:10,939.9660234,75.19728187,14.09949035,44.91704639,0.621902222,0
524618,1064,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -10,US,REGION - 108,CITY - 30,101008,Grocery stores,USD,1,49.09071769,-139.020285,SEG - 3,3rd PARTY SEG - 3,SEG PROVIDER - 2,9/11/20 17:15,265.726546,21.25812368,3.98589819,9.125610008,0.614021433,2
524619,1024,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -9,US,REGION - 107,CITY - 46,101005,Grocery stores,USD,1,22.09273311,-121.0062416,SEG - 1,3rd PARTY SEG - 3,SEG PROVIDER - 3,9/21/20 2:32,432.7715511,34.62172409,6.491573266,32.11564486,0.661104385,1
524622,1059,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -3,US,REGION - 103,CITY - 46,101013,Grocery stores,USD,1,26.023923,-87.0825767,SEG - 1,3rd PARTY SEG - 1,SEG PROVIDER - 3,9/24/20 17:40,920.8911741,73.67129393,13.81336761,54.9536866,0.654752363,1
524623,1029,ABC_Cereal_Bars prod group 5,ABC_Cereal_Bars prod group 5 ITEM -7,US,REGION - 107,CITY - 49,101012,Grocery stores,USD,1,28.02696703,-153.0064325,SEG - 3,3rd PARTY SEG - 2,SEG PROVIDER - 3,10/1/20 13:13,703.7137972,56.29710378,10.55570696,20.51785301,0.691987266,0
